"","Latitude","Longitude","cd1","cd2","cd3","wd1","wd2","wd3"
"1339",42.9917,7.0385,0,0,0,0,0,0
"1340",43.0248,7.0553,0,0,0,0,0,0
"1341",43.0652,7.0794,0,0,0,0,0,0
"1342",43.0987,7.1011,0,0,0,0,0,0
"1343",43.13,7.0893,0,0,0,0,0,0
"1344",43.166,7.1225,0,0,0,0,0,0
"1345",43.1929,7.1474,0,0,0,0,0,0
"1346",43.2291,7.1791,0,0,0,0,0,0
"1347",42.869,6.8281,0,0,0,0,0,0
"1348",42.8592,6.7719,0,0,0,0,0,0
"1349",42.8443,6.7002,0,0,0,0,0,0
"1350",42.8334,6.6472,0,0,0,0,0,0
"1351",42.8295,6.6149,0,0,0,0,0,0
"1352",42.816,6.5505,0,0,0,0,0,0
"1353",42.8043,6.4864,0,0,0,0,0,0
"1354",42.8052,6.4729,0,0,0,0,0,0
"1355",42.7886,6.4135,0,0,0,0,0,0
"1356",42.7711,6.3518,0,0,0,0,0,0
"1357",42.7224,6.3477,0,0,0,0,0,0
"1358",42.7152,6.2861,0,0,0,0,0,0
"1359",42.7177,6.2346,0,0,0,0,0,0
"1360",42.7135,6.242,0,0,0,0,0,0
"1361",42.7124,6.2366,0,0,0,0,0,0
"1362",42.6689,6.2099,0,0,0,0,0,0
"1363",42.6242,6.1877,0,0,0,0,0,0
"1364",42.5771,6.1667,0,0,0,0,0,0
"1365",42.5308,6.1469,0,0,0,0,0,0
"1366",42.4889,6.1252,0,0,0,0,0,0
"1367",42.5075,6.062,0,0,0,0,0,0
"1368",42.5208,6.0127,0,0,0,0,0,0
"1369",42.5344,5.9581,0,0,0,0,0,0
"1370",42.5465,5.9037,0,0,0,0,0,0
"1371",42.5783,5.8943,0,0,0,0,0,0
"1372",42.6222,5.9167,0,0,0,0,0,0
"1373",42.6668,5.9359,0,0,0,0,0,0
"1374",42.7026,5.9638,0,0,0,0,0,0
"1375",42.7909,5.97,0,0,0,0,0,0
"1376",42.7692,6.016,0,0,0,0,0,0
"1377",42.7445,6.0658,0,0,0,0,0,0
"1378",42.7228,6.1109,0,0,0,0,0,0
"1379",42.7162,6.163,0,0,0,0,0,0
"1380",42.733,6.2193,0,0,0,0,0,0
"1381",42.7502,6.2723,0,0,0,0,0,0
"1382",42.8018,6.2844,0,0,0,0,0,0
"1383",42.7869,6.3252,0,0,0,0,0,0
"1384",42.7834,6.3352,0,0,0,0,0,0
"1385",42.7869,6.3608,0,0,0,0,0,0
"1386",42.7962,6.3984,0,0,0,0,0,0
"1387",42.8002,6.4467,0,0,0,0,0,0
"1388",42.9567,6.3819,0,0,0,0,0,0
"1389",42.9189,6.4214,0,0,0,0,0,0
"1390",42.8812,6.4591,0,0,0,0,0,0
"1391",42.8458,6.4975,0,0,0,0,0,0
"1392",42.8094,6.5434,0,0,0,0,0,0
"1393",42.7707,6.589,0,0,0,0,0,0
"1394",42.7301,6.6333,0,0,0,0,0,0
"1395",42.6914,6.6768,0,0,0,0,0,0
"1396",42.6435,6.7765,0,0,0,0,0,0
"1397",42.5963,6.814,0,0,0,0,0,0
"1398",42.3706,7.0491,0,0,0,0,0,0
"1399",42.3308,7.0804,0,0,0,0,0,0
"1400",42.7634,5.9933,0,0,0,0,0,0
"1401",42.7725,5.9231,0,0,0,0,0,0
"1402",42.781,5.8522,0,0,0,0,0,0
"1403",43.0688,5.6485,0,0,0,0,0,0
"1404",43.059,5.5825,0,0,0,0,0,0
"1405",43.048,5.5169,0,0,0,0,0,0
"1406",43.0366,5.4497,0,0,0,0,0,0
"1407",42.8503,5.0289,0,0,0,0,0,0
"1408",42.8129,4.9912,0,0,0,0,0,0
"1409",42.7914,4.9692,0,0,0,0,0,0
"1410",42.787,4.9657,0,0,0,0,0,0
"1411",42.765,4.9641,0,0,0,0,0,0
"1412",42.7168,4.9599,0,0,0,0,0,0
"1413",42.6713,4.9571,0,0,0,0,0,0
"1414",42.6302,4.9825,0,0,0,0,0,0
"1415",42.5913,5.021,0,0,0,0,0,0
"1416",42.551,5.0521,0,0,0,0,0,0
"1417",42.5108,5.0858,0,0,0,0,0,0
"1418",42.8956,5.7201,0,0,0,0,0,0
"1419",42.8864,5.7795,0,0,0,0,0,0
"1420",42.8828,5.8034,0,0,0,0,0,0
"1421",42.9181,5.8333,0,0,0,0,0,0
"1422",42.9479,5.8634,0,0,0,0,0,0
"1423",42.953,5.8608,0,0,0,0,0,0
"1424",42.9344,5.8998,0,0,0,0,0,0
"1425",42.9151,5.9431,0,0,0,0,0,0
"1426",42.8977,5.9898,0,0,0,0,0,0
"1427",-33.91373,18.32366,0,0,103.8,0,0,993.2
"1428",-34.49938,16.87964,0,0,0.8,0,0,6.5
"1429",-34.49984,13.76818,0,0,0.7,0,0,8.5
"1430",-34.49984,12.62936,0,0,2.4,0,0,12.1
"1431",-34.49989,8.12729,0,0,1.3,0,0,48.2
"1432",-34.49988,3.39423,0,0,6.9,0,0,48.5
"1433",-34.49991,2.74447,0,0,0,0,0,0
"1434",-34.646,-0.6988,0,0,2.9,0,0,44.2
"1435",-34.79798,-1.42273,0,0,1.7,0,0,56.8
"1436",-34.94604,-2.1313,0,0,1.2,0,0,35.8
"1437",-35.05531,-2.65528,0,0,1.2,0,0,20
"1438",-35.93871,-6.91813,0,0,0.7,0,0,14.1
"1439",-36.10068,-7.70317,0,0,0.7,0,0,14.2
"1440",-36.26094,-8.48535,0,0,2,0,0,28.5
"1441",-37.42253,-12.45763,0,0,0,0,0,0
"1442",-38.20082,-11.76133,0,0,0,0,0,0
"1443",-37.044,-12.24053,0,0,0.8,0,0,7.5
"1444",-36.70655,-8.46407,0,0,0,0,0,0
"1445",-36.64443,-7.75228,0,0,0,0,0,0
"1446",-36.5823,-7.03993,0,0,1.9,0,0,56.4
"1447",-36.52352,-6.3653,0,0,2.1,0,0,38.4
"1448",-36.45125,-5.53883,0,0,0,0,0,0
"1449",-36.14312,-2.01792,0,0,2.3,0,0,41.7
"1450",-36.08763,-1.3876,0,0,0.9,0,0,21.2
"1451",-36.0315,-0.74833,0,0,1.8,0,0,18.1
"1452",-35.95563,-0.05777,0,0,3.9,0,0,67.1
"1453",-35.87962,0.62362,0,0,1.6,0,0,21.8
"1454",-35.28493,5.91343,0,0,5.1,0,0,58.1
"1455",-35.1912,6.74365,0,0,3.2,0,0,23.3
"1456",-35.11448,7.42248,0,0,4.9,0,0,82.3
"1457",-35.03627,8.11363,0,0,4.6,0,0,121.8
"1458",-34.95728,8.79605,0,0,6,0,0,87.3
"1459",-34.42727,13.47423,0,0,0,0,0,0
"1460",-34.38053,14.05992,0,0,2.6,0,0,17.5
"1461",-34.38365,14.49107,0,0,0,0,0,0
"1462",-34.38713,14.96012,0,0,0.7,0,0,22.4
"1463",-34.39067,15.44115,0,0,2.6,0,0,56.2
"1464",-33.89933,18.28933,0,0,21.2,0,0,134.2
"1465",-34.00005,15.08568,0,0,0,0,0,0
"1466",-34.67058,14.16477,0,0,0,0,0,0
"1467",-35.14128,13.80473,0,0,0,0,0,0
"1468",-37.66145,11.8954,0,0,0,0,0,0
"1469",-38.516,11.22853,0,0,1.3,0,0,29
"1470",-39.13493,10.74698,0,0,0,0,0,0
"1471",-42.42103,8.09428,0,0,0,0,0,0
"1472",-42.91107,7.92398,0,0,0,0,0,0
"1473",-44.76873,6.92065,0,0,0,0,0,0
"1474",-45.27038,6.42957,0,0,0,0,0,0
"1475",-45.79472,5.91123,0,0,0,0,0,0
"1476",-46.09228,5.61492,0,0,0,0,0,0
"1477",-47.84445,3.88835,0,0,0,0,0,0
"1478",-48.2773,3.42655,0,0,0,0,0,0
"1479",-48.6277,3.0318,0,0,0,0,0,0
"1480",-50.15338,1.39888,0,0,0,0,0,0
"1481",-50.67697,0.83325,0,0,0,0,0,0
"1482",-51.10952,0.34228,0,0,0,0,0,0
"1483",-51.36555,0.02163,0,0,0,0,0,0
"1484",-54.0649,0.00025,0,0,0,0,0,0
"1485",-54.88317,0.0032,0,0,0,0,0,0
"1486",-57.73332,0.00242,0,0,0,0,0,0
"1487",-58.76408,0.0015,0,0,0,0,0,0
"1488",-59.48022,0.01178,0,0,0,0,0,0
"1489",-62.01553,0.00498,0,0,0,0,0,0
"1490",-63.101,0.00021,0,0,0,0,0,0
"1491",5.6347,83.1362,1817.5338,0,0,0.0227,0,0
"1492",5.7087,83.7122,1924.1667,0,0,0.0214,1.9883,0
"1493",5.8953,85.0038,0,0,0,0,11.4589,0
"1494",5.9693,85.7022,604.0059,15672.24622,0,0.0302,1.2684,0
"1495",6.1637,86.9385,240.1044,26607.32,0,0.024,0.2401,0
"1496",6.2427,87.6247,436.843,23413.69,0,0.0218,1.4197,0
"1497",6.4225,88.7502,289.0749,84165.76674,0,0.0289,0.0867,0
"1498",6.4692,89.3732,555.2543,32472.93,0,0.0278,8.6064,0
"1499",6.6318,90.5578,871.9486,3428.3,0,0.0291,0.2906,0
"1500",6.5213,91.1412,599.5321,480.95,0,0.02,11.7708,0
"1501",6.4847,92.2643,16339.2599,13741.98,510.6019,1.8892,25.2748,23.5643
"1502",6.4857,92.897,7064.1796,0,441.5112,1.1259,22.8482,25.2324
"1503",6.5455,93.681,5112.1907,45604.35,0,0.5112,0.0682,0
"1504",6.6995,94.1268,773.4083,102593.361,0,0.0258,0.2578,0
"1505",6.854,94.8588,13494.2141,193871.4903,0,5.275,3.6189,0
"1506",6.9277,95.3367,1628.8415,0,0,0.0814,4.1943,0
"1507",7.0105,96.298,1044.9067,12399.01,0,0.2508,2.466,0
"1508",7.2808,96.8997,750.6776,33316.95169,0,0.0188,3.2842,0
"1509",2.3037,101.8536,0,0,2146,0,0,4099.5
"1510",2.4215,101.694,0,0,4390.5,0,0,7939.6
"1511",2.6484,101.3775,0,0,2324.3,0,0,4508.3
"1512",2.8568,100.9803,0,0,1200.7,0,0,3408.3
"1513",3.1583,100.6398,0,0,236.3,0,0,637.6
"1514",3.4716,100.2591,0,0,93.3,0,0,265.4
"1515",5.5069,97.476,0,0,108.1,0,0,480.2
"1516",5.6427,97.027,0,0,110.4,0,0,453.7
"1517",5.7739,96.5858,0,0,135.4,0,0,416.2
"1518",5.9026,96.1541,0,0,78.4,0,0,248
"1519",6.0339,95.713,0,0,2.3,0,0,8.4
"1520",6.1668,95.2768,0,0,4.9,0,0,38.6
"1521",6.9782,92.5532,0,0,4.1,0,0,29
"1522",7.1325,92.0312,0,0,12.6,0,0,55.7
"1523",7.2746,91.5464,0,0,8.4,0,0,17.5
"1524",7.4112,91.072,0,0,3.5,0,0,14.6
"1525",8.7437,89.2574,0,0,2,0,0,15.7
"1526",9.1083,89.1532,0,0,11.9,0,0,38.5
"1527",9.4996,89.042,0,0,5.9,0,0,12.6
"1528",9.928,88.9212,0,0,1.6,0,0,4.1
"1529",10.3648,88.796,0,0,1.7,0,0,3.3
"1530",10.799,88.6758,0,0,0.9,0,0,0.9
"1531",11.8389,88.5981,0,0,0.8,0,0,1.6
"1532",12.2929,88.7153,0,0,3.2,0,0,5.6
"1533",12.7541,88.7501,0,0,1.6,0,0,1.6
"1534",14.8168,89.0953,0,0,5.6,0,0,30.5
"1535",15.2756,89.1725,0,0,1.7,0,0,14.6
"1536",17.47156,89.51016,0,0,17.1,0,0,64.2
"1537",18.016,89.5479,0,0,7.2,0,0,24.2
"1538",17.9407,89.34,0,0,30,0,0,82.4
"1539",18.03,89.6801,0,0,20.5,0,0,49.8
"1540",17.5285,89.6424,0,0,5.9,0,0,23
"1541",16.0351,87.959,0,0,7,0,0,21.8
"1542",16.4799,87.8248,0,0,4.1,0,0,18.2
"1543",16.0355,87.8699,0,0,7.4,0,0,17.5
"1544",15.8782,88.2682,0,0,9.6,0,0,13.6
"1545",15.5013,88.5533,0,0,1.6,0,0,8.2
"1546",15.1337,88.83,0,0,6.7,0,0,13.3
"1547",12.6874,88.7831,0,0,1.3,0,0,3.4
"1548",12.14,88.7046,0,0,1.6,0,0,3.2
"1549",9.39205,89.07423,0,0,1.3,0,0,11.3
"1550",8.84355,89.2881,0,0,2.1,0,0,13.5
"1551",8.2875,89.3885,0,0,0.8,0,0,12.5
"1552",7.8646,89.5398,0,0,1.7,0,0,2.5
"1553",7.4454,89.6913,0,0,1.7,0,0,5
"1554",7.0296,89.8447,0,0,5.5,0,0,32.4
"1555",6.7212,90.0107,0,0,1.6,0,0,3.3
"1556",6.805,91.3838,0,0,0.8,0,0,1.7
"1557",6.7124,91.8258,0,0,0,0,0,0
"1558",6.628,92.2253,0,0,11.1,0,0,79.3
"1559",6.547,92.624,0,0,13.9,0,0,89
"1560",6.461,93.0193,0,0,24.6,0,0,144.9
"1561",6.3811,93.4229,0,0,12.4,0,0,80.4
"1562",5.7471,96.1514,0,0,435.4,0,0,1088.4
"1563",5.6364,96.5635,0,0,61.7,0,0,177.6
"1564",5.5288,96.9558,0,0,215.2,0,0,519.6
"1565",5.4201,97.3536,0,0,297.9,0,0,747.2
"1566",5.2349,97.7096,0,0,280.8,0,0,788.9
"1567",5.0015,98.0552,0,0,165.5,0,0,386.5
"1568",3.2874,100.2856,0,0,94.5,0,0,178
"1569",3.0186,100.6328,0,0,11.5,0,0,55.9
"1570",2.7963,100.9829,0,0,41.6,0,0,114.1
"1571",2.5986,101.3538,0,0,83.9,0,0,250.2
"1572",2.3564,101.6925,0,0,328.9,0,0,614.4
