"","Latitude","Longitude","cd1","cd2","cd3","wd1","wd2","wd3"
"830",-40.6229,155.9181,0,0,0,0,0,0
"831",-41.1361,152.2775,0,0,0,0,0,0
"832",-41.1398,152.2646,0,0,0,0,0,0
"833",-41.1421,152.2508,905.0822065,0,0,0,0,0
"834",-43.5753,145.7961,0,24543.49,9189.505767,0,0,0
"835",-43.57,145.7886,0,1768.14,12521.67839,0,0,0
"836",-43.5637,145.7829,0,0,2268.011216,0,0,0
"837",-41.9208,144.5409,0,2289.34,2693.261665,0,0,0
"838",-41.9183,144.539,0,36850.15,3039.492643,0,0,0
"839",-41.9157,144.5373,0,0,0,0,0,0
"840",-39.0405,142.4134,0,18423.72,1776.617452,0,0,0
"841",-39.0374,142.4005,0,16455.83,1605.874887,0,0,0
"842",-39.0338,142.3859,0,12046.27,1238.315589,0,0,0
"843",-37.8855,139.8236,0,0,0,0,0,0
"844",-37.8764,139.8181,0,0,1675.266412,0,0,0
"845",-37.8677,139.8136,0,0,5841.80242,0,0,0
"846",-36.0524,135.6864,0,1039.18,3133.179694,0,0,0
"847",-36.0455,135.6857,0,3741.2,0,0,0,0
"848",-36.0362,135.6764,0,0,0,0,0,0
"849",-35.4797,132.1763,0,0,1555.045821,0,0,0
"850",-35.4777,132.1626,0,0,0,0,0,0
"851",-35.4756,132.1486,0,0,1380.261754,0,0,0
"852",-35.0721,127.2582,0,0,0,0,0,0
"853",-35.0723,127.2351,0,0,0,0,0,0
"854",-35.0729,127.2253,0,0,0,0,0,0
"855",-34.6047,121.815,0,0,0,0,0,0
"856",-34.6069,121.8093,0,0,1604.585905,0,0,0
"857",-34.6099,121.797,0,0,1098.416107,0,0,0
"858",-35.3157,118.62,0,0,1541.770172,0,0,0
"859",-35.3172,118.6137,0,0,0,0,0,0
"860",-35.3183,118.6074,0,0,2852.578358,0,0,0
"861",-33.1157,114.481,0,0,0,0,0,0
"862",-33.12,114.4594,0,0,0,0,0,0
"863",-33.1238,114.4373,0,0,458.3737724,0,0,0
"864",-41.8951,148.4559,0,0,0,0,0,0
"865",-41.8806,148.4923,0,2125.81,683.2132289,0,0,0
"866",-41.8728,148.5091,0,16339.2599,785.2407074,0,0,0
"867",-39.6546,148.8843,0,0,0,0,0,0
"868",-39.6467,148.8677,0,0,0,0,0,0
"869",-39.6342,148.8566,0,0,0,0,0,0
"870",-37.6376,150.3985,0,409477.2727,636.967471,0,0,0
"871",-37.6223,150.4009,0,300585.87,662.2918747,0,0,0
"872",-37.608,150.4028,0,0,2129.331025,0,0,0
"873",-35.4004,150.8417,0,8857.55,2390.724084,0,0,0
"874",-35.3924,150.8461,0,1771.51,1145.978779,0,0,0
"875",-35.3842,150.8507,0,599.5321,2104.34123,0,0,0
"876",-33.8782,152.0069,0,204626.19,967.4152337,0,0,0
"877",-33.8716,152.0142,0,927.7217263,1227.912686,0,0,0
"878",-33.8659,152.0208,0,545.08,0,0,0,0
"879",-33.1692,152.6955,0,688.9054233,1193.912579,0,0,0
"880",-33.1646,152.7014,1738.169623,17885.46,0,0,0,0
"881",-33.1609,152.7061,3713.827632,3270.48,1856.913816,0,0,0
"882",-31.0332,153.3714,0,0,976.7957004,0,0,0
"883",-31.0353,153.3628,0,20425,1911.322276,0,0,0
"884",-31.0353,153.3573,0,623.3336121,0,0,0,0
"885",-28.3415,153.9219,0,0,0,0,0,0
"886",-28.3396,153.9234,0,2180.32,0,0,0,0
"887",-28.3363,153.9244,0,36781.1,2718.976896,0,0,0
"888",-26.7254,153.3785,0,0,0,0,0,0
"889",-26.7152,153.3799,865.6198898,4682.38,0,0,0,0
"890",-26.704,153.3803,0,9360.95,0,0,0,0
"891",-24.9128,155.2055,0,0,0,0,0,0
"892",-24.9225,155.1969,0,0,0,0,0,0
"893",-24.9395,155.1771,0,0,0,0,0,0
"894",-23.8691,162.3485,0,7064.1796,972.5928561,0,0,0
"895",-23.8667,162.3655,0,0,699.8849001,0,0,0
"896",-23.8643,162.3813,629.7350681,0,1259.470136,0,0,0
"897",-23.212,166.6269,0,9357.02,0,0,0,0
"898",-23.2089,166.6428,0,0,0,0,0,0
"899",-23.2058,166.6593,0,0,0,0,0,0
"900",-21.7654,170.6294,0,9566.16,624.3445327,0,0,0
"901",-21.7565,170.6449,551.2172708,814.51,2756.086354,0,0,0
"902",-21.7469,170.6615,0,17257.5,4445.956504,0,0,0
"903",-18.5685,176.5024,828.7385623,4082.42,16574.77125,0,0,0
"904",-18.5777,176.4901,0,81019.16,2357.630945,0,0,0
"905",-18.5851,176.4799,0,287.29,834.819495,0,0,0
"906",-19.9823,174.9867,0,0,2226.812488,0,0,0
"907",-19.9931,174.9779,0,0,752.0253094,0,0,0
"908",-20.0037,174.9692,0,51079.91361,0,0,0,0
"909",-21.2832,173.5759,0,0,0,0,0,0
"910",-21.2887,173.5634,0,0,0,0,0,0
"911",-21.2977,173.5556,0,13494.2141,0,0,0,0
"912",-22.5974,172.1044,0,1313.45,1287.819084,0,0,0
"913",-22.6026,172.0898,0,0,2188.17295,0,0,0
"914",-22.6078,172.0762,0,32801.28,701.4275926,0,0,0
"915",-23.7533,170.5329,0,0,0,0,0,0
"916",-23.7615,170.5216,0,0,0,0,0,0
"917",-23.7698,170.5103,0,0,0,0,0,0
"918",-25.0757,168.7064,0,0,1412.72461,0,0,0
"919",-25.0842,168.6944,0,0,0,0,0,0
"920",-25.0929,168.6825,0,0,0,0,0,0
"921",-26.289,167.0086,0,0,711.5258493,0,0,0
"922",-26.2961,166.9962,0,0,764.5316946,0,0,0
"923",-26.3028,166.9834,0,0,0,0,0,0
"924",-27.5323,165.1923,0,0,0,0,0,0
"925",-27.5442,165.1843,0,0,1407.8233,0,0,0
"926",-27.5561,165.1763,0,0,697.1567317,0,0,0
"927",-35.649,155.0695,0,0,0,0,0,0
"928",-35.6615,155.0586,0,0,0,0,0,0
"929",-35.6732,155.0482,0,0,0,0,0,0
"930",-37.3779,153.5364,0,479454.6436,0,0,0,0
"931",-37.3894,153.526,688.9054233,0,2066.71627,0,0,0
"932",-37.4107,153.5144,927.7217263,0,927.7217263,0,0,0
"933",-42.286,148.9709,0,65449.31,918.4880556,0,0,0
"934",-42.2972,148.9603,0,0,922.2600804,0,0,0
"935",-42.3087,148.9488,0,0,0,0,0,0
"936",-42.8277,148.448,0,0,825.8437229,0,0,0
"937",-42.8371,148.4349,0,16016.88,1525.019943,0,0,0
"938",-42.8448,148.4211,0,244566.94,0,0,0,0
"939",-16.5692,145.7482,0,2146.25,0,0,0,0
"940",-16.5523,145.7586,1240.887064,34209.25747,413.6290215,0,0,0
"941",-16.5347,145.7419,0,556.0362956,0,0,0,0
"942",-15.0181,145.3881,0,24616.74,0,0,0,0
"943",-14.9985,145.3829,0,54508.06,1293.034172,0,0,0
"944",-14.9792,145.3785,0,1179.83,1448.436716,0,0,0
"945",-13.6473,144.0824,0,25655.84,0,0,0,0
"946",-13.632,144.0713,0,6919.37,478.3052248,0,0,0
"947",-13.6168,144.0593,0,1923.81,0,0,0,0
"948",-12.0222,143.2742,559.8892589,0,1119.778518,0,0,0
"949",-12.0031,143.2817,0,3400.01,717.5883372,0,0,0
"950",-11.9875,143.2887,940.0792313,828.7385623,0,0,0,0
"951",-10.7537,142.3313,0,47068.59,437.5460613,0,0,0
"952",-10.7735,142.3012,446.4685254,0,0,0,0,0
"953",-10.7849,142.2847,0,0,460.8740666,0,0,0
"954",-12.2716,141.6273,0,1409.69,1398.361531,0,0,0
"955",-12.2862,141.6233,0,7432.92,1040.173553,0,0,0
"956",-12.3042,141.6185,0,0,451.0290232,0,0,0
"957",-15.4937,141.0434,0,0,0,0,0,0
"958",-15.5085,141.0408,0,871.9486,0,0,0,0
"959",-15.5245,141.0381,0,0,0,0,0,0
"960",-17.0539,140.7762,0,0,0,0,0,0
"961",-17.0659,140.7736,0,0,0,0,0,0
"962",-17.0782,140.7713,0,0,0,0,0,0
"963",-18.6526,119.489,0,138304.02,1373.467365,0,0,0
"964",-18.6584,119.4751,0,82359.48,557.0618955,0,0,0
"965",-18.6598,119.4604,0,0,0,0,0,0
"966",-18.8643,118.6698,0,0,2488.256493,0,0,0
"967",-18.8687,118.652,0,8191.38,555.278516,0,0,0
"968",-18.8747,118.6334,0,0,534.6602726,0,0,0
"969",-18.9851,118.2031,0,3183.82,1648.310085,0,0,0
"970",-18.99,118.1841,568.0128653,0,1136.025731,0,0,0
"971",-18.9954,118.1656,0,8328.02,571.9822673,0,0,0
"972",-19.1099,117.718,0,0,0,0,0,0
"973",-19.1137,117.6992,0,92122.13225,0,0,0,0
"974",-19.1174,117.6814,0,194.67,0,0,0,0
"975",-19.43,115.9255,0,4561.04,0,0,0,0
"976",-19.4288,115.9437,0,88723.44,0,0,0,0
"977",-19.4277,115.961,0,44996.4,674.714884,0,0,0
"978",-20.0612,116.3759,553.4831471,62482.95,2767.415735,0,0,0
"979",-20.0659,116.3518,0,59515.24,3115.680027,0,0,0
"980",-20.0718,116.337,2885.341799,38357.52,5193.615238,0,0,0
"981",-20.3179,115.6619,0,29563.75,649.6573783,0,0,0
"982",-20.3236,115.6446,0,0,1244.970535,0,0,0
"983",-20.3294,115.6287,0,0,654.3058088,0,0,0
"984",-19.7933,115.982,0,0,1241.917873,0,0,0
"985",-19.8018,115.9652,0,7665.2,1597.061972,0,0,0
"986",-19.8139,115.9477,0,0,496.6453958,0,0,0
"987",-20.3848,115.1297,0,0,0,0,0,0
"988",-20.3983,115.1164,0,0,0,0,0,0
"989",-20.4033,115.1027,0,13405.52,0,0,0,0
"990",-21.8401,113.9183,0,0,4732.667779,0,0,0
"991",-21.8302,113.9318,0,13316.44144,644.3273628,0,0,0
"992",-21.819,113.9455,0,46825.15337,0,0,0,0
"993",-21.20236,115.47262,0,0,587.2958746,0,0,0
"994",-21.1987,115.4921,556.0362956,82044.72,0,0,0,0
"995",-21.19058,115.50976,0,82179.24,0,0,0,0
"996",-19.9658,117.09446,623.3336121,95605.29,0,0,0,0
"997",-19.95094,117.10174,0,0,0,0,0,0
"998",-19.93632,117.10944,0,96946.47,1880.021181,0,0,0
"999",-18.73008,118.74132,562.5848734,3303.52,562.5848734,0,0,0
"1000",-18.71774,118.75362,0,2829.79,2485.012665,0,0,0
"1001",-18.70528,118.76482,0,1282.41,3158.533094,0,0,0
"1002",-17.66304,120.13186,33316.95169,15427.34,39436.3918,0,0,0
"1003",-17.65406,120.14442,4178.738309,68493.52052,5571.651078,0,0,0
"1004",-17.64606,120.1562,0,9799.58,1261.01795,0,0,0
"1005",-15.21086,123.32366,0,0,1543.106339,0,0,0
"1006",-15.20236,123.33308,0,0,0,0,0,0
"1007",-15.19432,123.34406,0,0,0,0,0,0
"1008",-14.2914,124.78106,0,0,0,0,0,0
"1009",-14.2834,124.7901,0,0,0,0,0,0
"1010",-14.27502,124.80036,0,0,783.9731771,0,0,0
"1011",-13.74612,127.598,1241.15444,940.0792313,620.5772202,0,0,0
"1012",-13.7412,127.61308,0,0,0,0,0,0
"1013",-13.73608,127.62774,0,0,0,0,0,0
"1014",-12.82344,129.38588,0,0,0,0,0,0
"1015",-12.81908,129.40024,0,0,0,0,0,0
"1016",-12.81448,129.41546,0,0,0,0,0,0
"1017",-12.41396,130.15976,0,0,0,0,0,0
"1018",-12.40858,130.16886,0,0,0,0,0,0
"1019",-12.40386,130.1783,0,0,0,0,0,0
"1020",-34.4496,172.5043,0,0,0,0,0,0
"1021",-34.6558,173.9083,0,0,0,0,0,0
"1022",-34.8568,171.9522,0,0,0,0,0,0
"1023",-37.3198,168.4993,0,0,0,0,0,0
"1024",-37.5657,168.1478,0,0,0,0,0,0
"1025",-38.9872,165.499,0,0,0,0,0,0
"1026",-39.0537,165.0963,0,0,0,0,0,0
"1027",-40.3355,157.595,0,0,0,0,0,0
"1028",-40.473,156.6113,0,0,0,0,0,0
"1029",-42.21732,150.25362,0,0,0,0,0,0
"1030",-43.2618,145.2735,0,0,0,0,0,0
"1031",-42.9225,144.995,0,0,0,0,0,0
"1032",-40.2843,143.3303,0,0,0,0,0,0
"1033",-39.6825,143.0513,0,0,0,0,0,0
"1034",-36.11239,136.37078,0,0,0,0,0,0
"1035",-35.2483,129.63401,0,0,0,0,0,0
"1036",-35.16579,128.73051,0,0,0,0,0,0
"1037",-34.84715,124.57503,0,0,0,0,0,0
"1038",-34.89346,120.53515,0,0,0,0,0,0
"1039",-35.08045,119.67864,0,0,0,0,0,0
"1040",-35.40674,116.33919,0,0,0,0,0,0
"1041",-41.11255,148.8108,0,0,0,0,0,0
"1042",-38.32631,149.77182,0,0,0,0,0,0
"1043",-17.60089,177.43507,0,0,0,0,0,0
"1044",-17.9528,177.16267,0,0,0,0,0,0
"1045",-18.24831,176.84593,0,0,0,0,0,0
"1046",-20.68344,174.22649,0,0,0,0,0,0
"1047",-23.23448,171.24417,0,0,0,0,0,0
"1048",-23.57069,170.78352,0,0,0,0,0,0
"1049",-36.40947,154.39938,0,0,0,0,0,0
"1050",-42.74854,148.52848,0,0,0,0,0,0
"1051",-21.1825,115.52476,0,0,0,0,0,0
"1052",-19.92376,117.1168,0,0,0,0,0,0
"1053",42.9905,6.4062,0,0,0,0,0,0
"1054",42.9885,6.4672,0,0,0,0,0,0
"1055",42.9862,6.4991,0,0,0,0,0,0
"1056",42.9768,6.5611,0,0,0,0,0,0
"1057",42.9666,6.6219,0,0,0,0,0,0
"1058",43.1411,6.973,0,0,0,0,0,0
"1059",43.1783,7.0104,0,0,0,0,0,0
"1060",43.2166,7.0478,0,0,0,0,0,0
"1061",43.2553,7.0859,0,0,0,0,0,0
"1062",43.2941,7.1243,0,0,0,0,0,0
"1063",43.3317,7.1611,0,0,0,0,0,0
"1064",43.369,7.1959,0,0,0,0,0,0
"1065",43.3928,7.1651,0,0,0,0,0,0
"1066",43.4076,7.0842,0,0,0,0,0,0
"1067",43.4216,7.0155,0,0,0,0,0,0
"1068",43.3823,6.9233,0,0,0,0,0,0
"1069",43.3787,6.9794,0,0,0,0,0,0
"1070",43.3758,7.0368,0,0,0,0,0,0
"1071",43.3738,7.0925,0,0,0,0,0,0
"1072",43.3722,7.1514,0,0,0,0,0,0
"1073",43.37,7.2031,0,0,0,0,0,0
"1074",43.3742,7.2676,0,0,0,0,0,0
"1075",43.3768,7.3375,0,0,0,0,0,0
"1076",43.3649,7.3069,0,0,0,0,0,0
"1077",43.3479,7.2387,0,0,0,0,0,0
"1078",43.3303,7.1696,0,0,0,0,0,0
"1079",43.3137,7.1019,0,0,0,0,0,0
"1080",43.2682,6.8859,0,0,0,0,0,0
"1081",43.3027,6.9248,0,0,0,0,0,0
"1082",43.3138,6.9668,0,0,0,0,0,0
"1083",43.3481,6.9982,0,0,0,0,0,0
"1084",43.3839,7.0298,0,0,0,0,0,0
"1085",43.6879,7.4692,0,0,0,0,0,0
"1086",43.6478,7.4976,0,0,0,0,0,0
"1087",43.5176,7.5261,0,0,0,0,0,0
"1088",43.504,7.4613,0,0,0,0,0,0
"1089",43.4819,7.0825,0,0,0,0,0,0
"1090",43.461,7.1332,0,0,0,0,0,0
"1091",43.4386,7.1908,0,0,0,0,0,0
"1092",43.4162,7.2492,0,0,0,0,0,0
"1093",43.3958,7.305,0,0,0,0,0,0
"1094",43.3766,7.36,0,0,0,0,0,0
"1095",43.3579,7.4172,0,0,0,0,0,0
"1096",43.3265,7.4256,0,0,0,0,0,0
"1097",43.305,7.376,0,0,0,0,0,0
"1098",43.2652,7.3481,0,0,0,0,0,0
"1099",43.2194,7.368,0,0,0,0,0,0
"1100",43.1742,7.3873,0,0,0,0,0,0
"1101",43.1289,7.4073,0,0,0,0,0,0
"1102",43.0842,7.4281,0,0,0,0,0,0
"1103",43.0392,7.4493,0,0,0,0,0,0
"1104",42.9986,7.4472,0,0,0,0,0,0
"1105",42.9712,7.3914,0,0,0,0,0,0
"1106",42.8987,7.227,0,0,0,0,0,0
"1107",42.9062,7.1523,0,0,0,0,0,0
"1108",42.9132,7.0773,0,0,0,0,0,0
"1109",42.9216,6.9997,0,0,0,0,0,0
"1110",42.9304,6.9225,0,0,0,0,0,0
"1111",42.9398,6.8491,0,0,0,0,0,0
"1112",42.9471,6.7724,0,0,0,0,0,0
"1113",42.954,6.6971,0,0,0,0,0,0
"1114",42.9649,6.6231,0,0,0,0,0,0
"1115",42.9631,6.2806,0,0,0,0,0,0
"1116",42.9187,6.2976,0,0,0,0,0,0
"1117",42.8727,6.3134,0,0,0,0,0,0
"1118",42.8299,6.3317,0,0,0,0,0,0
"1119",42.7873,6.3521,0,0,0,0,0,0
"1120",42.7537,6.3406,0,0,0,0,0,0
"1121",42.7113,6.3663,0,0,0,0,0,0
"1122",42.7248,6.3048,0,0,0,0,0,0
"1123",42.7204,6.2448,0,0,0,0,0,0
"1124",42.7137,6.1843,0,0,0,0,0,0
"1125",42.7053,6.1234,0,0,0,0,0,0
"1126",42.7066,6.0727,0,0,0,0,0,0
"1127",42.7067,6.0662,0,0,0,0,0,0
"1128",42.7324,6.0058,0,0,0,0,0,0
"1129",42.7582,5.9445,0,0,0,0,0,0
"1130",42.8051,5.7427,0,0,0,0,0,0
"1131",42.7922,5.6725,0,0,0,0,0,0
"1132",42.7786,5.6068,0,0,0,0,0,0
"1133",42.7651,5.543,0,0,0,0,0,0
"1134",42.8378,5.4744,0,0,0,0,0,0
"1135",42.8405,5.4115,0,0,0,0,0,0
"1136",42.845,5.3446,0,0,0,0,0,0
"1137",42.8498,5.2777,0,0,0,0,0,0
"1138",42.8404,5.2511,0,0,0,0,0,0
"1139",42.8137,5.2937,0,0,0,0,0,0
"1140",42.7216,6.6075,0,0,0,0,0,0
"1141",42.6823,6.6507,0,0,0,0,0,0
"1142",42.6429,6.6922,0,0,0,0,0,0
"1143",42.6037,6.7353,0,0,0,0,0,0
"1144",42.5619,6.7852,0,0,0,0,0,0
"1145",42.5213,6.8333,0,0,0,0,0,0
"1146",42.4799,6.8805,0,0,0,0,0,0
"1147",42.4273,6.8634,0,0,0,0,0,0
"1148",42.3966,6.9111,0,0,0,0,0,0
"1149",42.3662,6.9605,0,0,0,0,0,0
"1150",42.3355,7.0105,0,0,0,0,0,0
"1151",42.3554,7.0568,0,0,0,0,0,0
"1152",42.4042,7.0723,0,0,0,0,0,0
"1153",42.4532,7.088,0,0,0,0,0,0
"1154",42.4583,7.0912,0,0,0,0,0,0
"1155",42.5102,7.1122,0,0,0,0,0,0
"1156",42.563,7.13,0,0,0,0,0,0
"1157",43.313,7.4368,0,0,0,0,0,0
"1158",43.335,7.4295,0,0,0,0,0,0
"1159",43.325,7.4076,0,0,0,0,0,0
"1160",43.3158,7.3877,0,0,0,0,0,0
"1161",43.3184,7.3693,0,0,0,0,0,0
"1162",43.3303,7.3485,0,0,0,0,0,0
"1163",43.357,7.3208,0,0,0,0,0,0
"1164",43.3905,7.3559,0,0,0,0,0,0
"1165",43.4246,7.3911,0,0,0,0,0,0
"1166",43.4596,7.427,0,0,0,0,0,0
"1167",43.4948,7.4633,0,0,0,0,0,0
"1168",43.5311,7.5041,0,0,0,0,0,0
"1169",43.5649,7.5454,0,0,0,0,0,0
"1170",43.5359,7.5852,0,0,0,0,0,0
"1171",43.5018,7.6253,0,0,0,0,0,0
"1172",43.4995,7.628,0,0,0,0,0,0
"1173",43.4688,7.6655,0,0,0,0,0,0
"1174",43.4375,7.7083,0,0,0,0,0,0
"1175",43.4065,7.7559,0,0,0,0,0,0
"1176",43.3838,7.7373,0,0,0,0,0,0
"1177",43.4894,7.2869,0,0,0,0,0,0
"1178",43.4582,7.332,0,0,0,0,0,0
"1179",43.2891,7.8605,0,0,0,0,0,0
"1180",43.3358,7.8405,0,0,0,0,0,0
"1181",43.3525,7.7999,0,0,0,0,0,0
"1182",43.3547,7.7943,0,0,0,0,0,0
"1183",43.3685,7.7312,0,0,0,0,0,0
"1184",43.3823,7.6682,0,0,0,0,0,0
"1185",43.3952,7.6086,0,0,0,0,0,0
"1186",43.2185,7.1313,0,0,0,0,0,0
"1187",43.1615,7.1207,0,0,0,0,0,0
"1188",43.106,7.0028,0,0,0,0,0,0
"1189",43.0875,6.9366,0,0,0,0,0,0
"1190",43.0845,6.8889,0,0,0,0,0,0
"1191",43.1203,6.8908,0,0,0,0,0,0
"1192",42.9556,6.3888,0,0,0,0,0,0
"1193",42.9199,6.4251,0,0,0,0,0,0
"1194",42.884,6.4619,0,0,0,0,0,0
"1195",42.85,6.4991,0,0,0,0,0,0
"1196",42.8152,6.5385,0,0,0,0,0,0
"1197",42.7762,6.5795,0,0,0,0,0,0
"1198",42.7375,6.6205,0,0,0,0,0,0
"1199",42.7221,6.6282,0,0,0,0,0,0
"1200",42.6849,6.67,0,0,0,0,0,0
"1201",42.6479,6.7141,0,0,0,0,0,0
"1202",42.6082,6.7565,0,0,0,0,0,0
"1203",42.5664,6.8016,0,0,0,0,0,0
"1204",42.5223,6.8477,0,0,0,0,0,0
"1205",42.4768,6.8925,0,0,0,0,0,0
"1206",42.4308,6.9368,0,0,0,0,0,0
"1207",42.3846,6.98,0,0,0,0,0,0
"1208",42.2182,7.1246,0,0,0,0,0,0
"1209",42.2524,7.1444,0,0,0,0,0,0
"1210",42.2818,7.1869,0,0,0,0,0,0
"1211",42.3017,7.2346,0,0,0,0,0,0
"1212",42.3368,7.2854,0,0,0,0,0,0
"1213",42.3713,7.3383,0,0,0,0,0,0
"1214",42.4049,7.3917,0,0,0,0,0,0
"1215",42.423,7.4204,0,0,0,0,0,0
"1216",42.4691,7.4467,0,0,0,0,0,0
"1217",42.5158,7.466,0,0,0,0,0,0
"1218",42.5602,7.4814,0,0,0,0,0,0
"1219",42.603,7.4931,0,0,0,0,0,0
"1220",42.6372,7.4498,0,0,0,0,0,0
"1221",42.6429,7.4316,0,0,0,0,0,0
"1222",42.6754,7.3863,0,0,0,0,0,0
"1223",42.7086,7.3392,0,0,0,0,0,0
"1224",42.7436,7.2917,0,0,0,0,0,0
"1225",42.7804,7.241,0,0,0,0,0,0
"1226",42.8148,7.1937,0,0,0,0,0,0
"1227",42.8466,7.1547,0,0,0,0,0,0
"1228",42.9077,7.0176,0,0,0,0,0,0
"1229",42.9394,6.9721,0,0,0,0,0,0
"1230",42.9659,6.9785,0,0,0,0,0,0
"1231",43.4802,7.1488,0,0,0,0,0,0
"1232",43.4523,7.201,0,0,0,0,0,0
"1233",43.425,7.2542,0,0,0,0,0,0
"1234",43.3988,7.3549,0,0,0,0,0,0
"1235",43.3796,7.3657,0,0,0,0,0,0
"1236",43.342,7.3973,0,0,0,0,0,0
"1237",43.3264,7.4084,0,0,0,0,0,0
"1238",43.2918,7.4489,0,0,0,0,0,0
"1239",43.2647,7.4782,0,0,0,0,0,0
"1240",43.2597,7.4842,0,0,0,0,0,0
"1241",43.2389,7.4307,0,0,0,0,0,0
"1242",43.2261,7.3283,0,0,0,0,0,0
"1243",43.2181,7.2641,0,0,0,0,0,0
"1244",43.1794,7.2457,0,0,0,0,0,0
"1245",43.1582,7.2406,0,0,0,0,0,0
"1246",43.1341,7.2481,0,0,0,0,0,0
"1247",43.1316,7.2457,0,0,0,0,0,0
"1248",43.1306,7.228,0,0,0,0,0,0
"1249",43.1002,7.0739,0,0,0,0,0,0
"1250",43.0876,7.0165,0,0,0,0,0,0
"1251",43.0004,6.9689,0,0,0,0,0,0
"1252",42.9756,6.9302,0,0,0,0,0,0
"1253",42.8281,6.6671,0,0,0,0,0,0
"1254",42.9601,6.384,0,0,0,0,0,0
"1255",42.9208,6.4243,0,0,0,0,0,0
"1256",42.8821,6.4677,0,0,0,0,0,0
"1257",42.8435,6.5119,0,0,0,0,0,0
"1258",42.804,6.5548,0,0,0,0,0,0
"1259",42.7842,6.5759,0,0,0,0,0,0
"1260",42.7429,6.6197,0,0,0,0,0,0
"1261",42.6993,6.6661,0,0,0,0,0,0
"1262",42.6552,6.7107,0,0,0,0,0,0
"1263",42.6148,6.7523,0,0,0,0,0,0
"1264",42.5744,6.7945,0,0,0,0,0,0
"1265",42.5339,6.835,0,0,0,0,0,0
"1266",42.4471,7.2364,0,0,0,0,0,0
"1267",42.4875,7.2792,0,0,0,0,0,0
"1268",42.7759,7.1595,0,0,0,0,0,0
"1269",42.8276,7.1543,0,0,0,0,0,0
"1270",42.8792,7.1483,0,0,0,0,0,0
"1271",42.8982,7.1064,0,0,0,0,0,0
"1272",42.947,7.1078,0,0,0,0,0,0
"1273",42.9961,7.1167,0,0,0,0,0,0
"1274",43.0464,7.1252,0,0,0,0,0,0
"1275",43.0961,7.134,0,0,0,0,0,0
"1276",43.1315,7.1728,0,0,0,0,0,0
"1277",43.1577,7.2286,0,0,0,0,0,0
"1278",43.1838,7.3055,0,0,0,0,0,0
"1279",43.2133,7.3607,0,0,0,0,0,0
"1280",43.249,7.4109,0,0,0,0,0,0
"1281",43.2844,7.4614,0,0,0,0,0,0
"1282",43.3148,7.5044,0,0,0,0,0,0
"1283",43.3169,7.505,0,0,0,0,0,0
"1284",43.3499,7.4565,0,0,0,0,0,0
"1285",43.3845,7.4036,0,0,0,0,0,0
"1286",43.4218,7.3511,0,0,0,0,0,0
"1287",43.4586,7.2983,0,0,0,0,0,0
"1288",43.4971,7.2506,0,0,0,0,0,0
"1289",43.5319,7.2132,0,0,0,0,0,0
"1290",43.2833,7.2148,0,0,0,0,0,0
"1291",43.2625,7.2677,0,0,0,0,0,0
"1292",43.2303,7.312,0,0,0,0,0,0
"1293",43.2148,7.3189,0,0,0,0,0,0
"1294",43.1707,7.3485,0,0,0,0,0,0
"1295",43.1421,7.3691,0,0,0,0,0,0
"1296",43.0973,7.3991,0,0,0,0,0,0
"1297",43.0498,7.4336,0,0,0,0,0,0
"1298",43.0357,7.4455,0,0,0,0,0,0
"1299",42.9909,7.4775,0,0,0,0,0,0
"1300",42.9433,7.51,0,0,0,0,0,0
"1301",42.5077,8.5175,0,0,0,0,0,0
"1302",42.5503,8.5381,0,0,0,0,0,0
"1303",42.5954,8.5611,0,0,0,0,0,0
"1304",42.6254,8.5903,0,0,0,0,0,0
"1305",42.659,8.622,0,0,0,0,0,0
"1306",42.6875,8.6559,0,0,0,0,0,0
"1307",42.7322,8.6562,0,0,0,0,0,0
"1308",42.7802,8.6577,0,0,0,0,0,0
"1309",43.1057,8.4006,0,0,0,0,0,0
"1310",43.1319,8.3614,0,0,0,0,0,0
"1311",43.1744,8.2867,0,0,0,0,0,0
"1312",43.1455,8.3267,0,0,0,0,0,0
"1313",43.1504,8.3234,0,0,0,0,0,0
"1314",43.1147,8.283,0,0,0,0,0,0
"1315",43.0845,8.2461,0,0,0,0,0,0
"1316",43.0778,8.2392,0,0,0,0,0,0
"1317",43.0451,8.1972,0,0,0,0,0,0
"1318",43.0126,8.155,0,0,0,0,0,0
"1319",42.983,8.1088,0,0,0,0,0,0
"1320",42.9871,8.0514,0,0,0,0,0,0
"1321",42.9916,8.0362,0,0,0,0,0,0
"1322",43.0153,7.9722,0,0,0,0,0,0
"1323",43.0697,7.8547,0,0,0,0,0,0
"1324",43.0937,7.8108,0,0,0,0,0,0
"1325",43.1044,7.758,0,0,0,0,0,0
"1326",43.1074,7.6936,0,0,0,0,0,0
"1327",43.1117,7.6359,0,0,0,0,0,0
"1328",43.129,7.6476,0,0,0,0,0,0
"1329",43.1261,7.5947,0,0,0,0,0,0
"1330",43.1243,7.5309,0,0,0,0,0,0
"1331",43.1231,7.4665,0,0,0,0,0,0
"1332",42.8558,6.78,0,0,0,0,0,0
"1333",42.8816,6.817,0,0,0,0,0,0
"1334",42.9027,6.8557,0,0,0,0,0,0
"1335",42.9213,6.899,0,0,0,0,0,0
"1336",42.9387,6.9428,0,0,0,0,0,0
"1337",42.9586,6.9855,0,0,0,0,0,0
"1338",42.9794,7.0302,0,0,0,0,0,0
